order_id,order_date,customer_id,category,product,quantity,unit_price,region,payment_method,total_price
ORD1183,2026-03-12,1232,Books,Biography,1,296904.0,,Cash,296904.0
ORD1152,2026-06-01,1225,Sports,Football,1,565909.0,Isfahan,Cash,565909.0
ORD1824,2026-02-19,1292,Electronics,Mobile Phone,1,18107699.0,,Cash,18107699.0
ORD1325,2026-03-05,1152,Books,Textbook,1,519031.0,Isfahan,Online,519031.0
ORD1703,2026-05-19,1076,ELECTRONICS,Smart Watch,1,5649038.0,Shiraz,Online,5649038.0
ORD1044,2026-01-18,1061,Electronics,Mobile Phone,1,17305286.0,Mashhad,Credit Card,17305286.0
ORD1444,2026-06-12,1088,Sports,Tennis Racket,1,1995091.0,Tabriz,Online,1995091.0
ORD1787,2026-03-25,1276,Electronics,Laptop,2,24603405.0,Shiraz,Credit Card,49206810.0
ORD1006,2026-06-04,1235,Electronics,Headphones,3,1115152.0,Isfahan,Cash,3345456.0
ORD1250,2026-02-11,1262,Electronics,Headphones,1,1160534.0,,Credit Card,1160534.0
ORD1823,2026-01-18,1091,ELECTRONICS,Laptop,2,24592674.0,Tehran,Cash,49185348.0
ORD1075,2026-02-13,1263,Books,Textbook,3,518320.0,Tehran,Credit Card,1554960.0
ORD1512,2026-04-30,1061,Clothing,T-Shirt,1,374232.0,Isfahan,Credit Card,374232.0
ORD1391,2026-05-15,1098,Clothing,T-Shirt,4,345106.0,Mashhad,Cash,1380424.0
ORD1432,2026-06-28,1034,sports,Football,1,6113480.0,Shiraz,Credit Card,6113480.0
ORD1068,2026-01-01,1100,Home & Kitchen,Blender,3,1677470.0,,Online,5032410.0
ORD1167,2026-04-01,1097,Home & Kitchen,Sofa,2,11398115.0,Mashhad,Online,22796230.0
ORD1730,2026-05-03,1145,Electronics,Tablet,1,13247955.0,Mashhad,Cash,13247955.0
ORD1554,2026-05-06,1184,ELECTRONICS,Tablet,2,14843704.0,Mashhad,Cash,29687408.0
ORD1366,2026-05-28,1164,Home & Kitchen,Sofa,3,12885485.0,Isfahan,Online,38656455.0
ORD1345,2026-06-27,1060,Electronics,Headphones,2,1222243.0,Mashhad,Cash,2444486.0
ORD1584,2026-03-10,1010,Beauty,Perfume,2,1634150.0,Shiraz,Online,3268300.0
ORD1535,2026-06-07,1174,BOOKS,Textbook,1,535581.0,Mashhad,Cash,535581.0
ORD1398,2026-03-22,1300,Beauty,Skincare Cream,1,728097.0,Tehran,Cash,728097.0
ORD1185,2026-02-22,1106,Clothing,Jeans,3,,,Online,
ORD1348,2026-04-27,1212,Clothing,Jeans,2,783950.0,Tabriz,Credit Card,1567900.0
ORD1615,2026-04-08,1129,Electronics,Laptop,1,26683489.0,,Online,26683489.0
ORD1211,2026-01-13,1226,Clothing,Jeans,3,824562.0,Tehran,Credit Card,2473686.0
ORD1579,2026-03-05,1025,Clothing,Jeans,3,769055.0,Tehran,Credit Card,2307165.0
ORD1502,2026-04-05,1100,Home & Kitchen,Lamp,1,872571.0,Tabriz,Credit Card,872571.0
ORD1537,2026-05-15,1191,Books,Cookbook,3,287872.0,Isfahan,Cash,863616.0
ORD1196,2026-06-29,1282,Books,Comic Book,1,155422.0,Tehran,Online,155422.0
ORD1175,2026-06-22,1195,ELECTRONICS,Tablet,1,13270580.0,Isfahan,Online,13270580.0
